id,title,category,subcategory,content_en,content_hi,content_hng,content_bn,tags,favorite,usageCount,createdAt,updatedAt
resp-011,First Reply - Technical,Greetings & First Response,First Reply,"Hi {customer_name}, thanks for the technical query. I've logged this as ticket #{ticket_id} and our team is investigating. We'll share an update in {response_time}.","नमस्ते {customer_name}, तकनीकी सवाल के लिए धन्यवाद। टिकट #{ticket_id} बनाया गया है, हमारी टीम जाँच कर रही है। {response_time} में अपडेट मिलेगा।","Hi {customer_name}, technical query ke liye dhanyawad. Ticket #{ticket_id} ban gaya hai, {response_time} mein update milega.","নমস্কার {customer_name}, টেকনিক্যাল টিকিট #{ticket_id} তৈরি হয়েছে।",first-reply|technical|ticket,false,119,2024-09-01T12:00:00Z,2024-09-05T12:00:00Z
resp-012,First Reply - VIP Customer,Greetings & First Response,First Reply,"Hi {customer_name}, thanks for reaching out. As a valued {store_name} customer, your query is now priority #1. I'll personally make sure you get a complete answer in {response_time}.","नमस्ते {customer_name}, {store_name} के मूल्यवान ग्राहक के रूप में आपकी सवाल को प्राथमिकता दी जा रही है। {response_time} में पूरा जवाब मिलेगा।","Hi {customer_name}, valued customer ho, isliye priority mil gayi hai. {response_time} mein poora jawab dunga.","নমস্কার {customer_name}, ভিআইপি কাস্টমার হিসেবে আপনার প্রশ্ন অগ্রাধিকার পাচ্ছে।",first-reply|vip|priority,false,212,2024-08-29T12:00:00Z,2024-08-29T12:00:00Z
resp-013,Away - Business Hours,Greetings & First Response,Away & Availability,"Hi! {store_name} support is currently away. Our working hours are {working_hours}. We'll respond to your message as soon as we're back. For urgent issues, WhatsApp us at {whatsapp_number}.",नमस्ते! {store_name} सपोर्ट अभी उपलब्ध नहीं है। कार्य समय: {working_hours}। हम वापस आते ही जवाब देंगे। जरूरी मामलों के लिए WhatsApp: {whatsapp_number}।,Hi! {store_name} support abhi nahi hai. Working hours: {working_hours}. Wapas aate hi reply karenge. Urgent ke liye WhatsApp: {whatsapp_number}.,নমস্কার! {store_name} সাপোর্ট এখন অনুপস্থিত। কার্য সময়: {working_hours}। জরুরির জন্য WhatsApp: {whatsapp_number}।,away|hours|availability,true,131,2024-07-29T12:00:00Z,2024-08-03T12:00:00Z
resp-014,Away - Weekend,Greetings & First Response,Away & Availability,"Hi! We're closed for the weekend but will reply to all messages on Monday morning. For urgent orders, use self-service in the app. Thanks for your patience!","नमस्ते! सप्ताहांत के लिए बंद हैं, सोमवार सुबह सभी संदेशों के जवाब देंगे। जरूरी ऑर्डर के लिए ऐप का सेल्फ-सर्विस इस्तेमाल करें।","Hi! Weekend ke liye band hain, Monday subah sab messages ka reply karenge. Urgent ke liye app self-service use karein.","নমস্কার! উইকেন্ডের জন্য বন্ধ, সোমবার সকালে উত্তর দেব।",away|weekend|availability,false,92,2024-08-19T12:00:00Z,2024-08-21T12:00:00Z
resp-015,Away - Holiday,Greetings & First Response,Away & Availability,Hi! {store_name} is closed today for {holiday_name}. We'll be back on {reopen_date}. Wishing you and your family a wonderful day!,नमस्ते! {store_name} आज {holiday_name} के लिए बंद है। हम {reopen_date} को वापस आएँगे। आपको और परिवार को शुभकामनाएँ!,Hi! {store_name} aaj {holiday_name} ke liye band hai. {reopen_date} ko wapas aayenge. Aapko aur parivar ko shubhkamna!,নমস্কার! {store_name} আজ {holiday_name}-এর জন্য বন্ধ। {reopen_date}-এ ফিরব।,away|holiday|availability,false,60,2024-09-06T12:00:00Z,2024-09-08T12:00:00Z
resp-016,Away - Lunch Break,Greetings & First Response,Away & Availability,"Hi! Our team is on a quick break and will be back at {return_time}. For urgent order updates, please check the app or your email. Thanks!","नमस्ते! हमारी टीम थोड़ी देर के लिए ब्रेक पर है, {return_time} पर वापस आएगी। जरूरी ऑर्डर अपडेट के लिए ऐप देखें।","Hi! Team break pe hai, {return_time} pe wapas aayegi. Urgent order ke liye app check karein.","নমস্কার! টিম ব্রেকে, {return_time}-এ ফিরব।",away|break|availability,false,28,2024-09-09T12:00:00Z,2024-09-12T12:00:00Z
resp-017,Away - Night,Greetings & First Response,Away & Availability,"Hi! Our support team is offline for the night. We'll respond to your message tomorrow morning at {return_time}. For urgent issues, drop a WhatsApp message at {whatsapp_number}.",नमस्ते! सपोर्ट टीम रात के लिए ऑफलाइन है। कल सुबह {return_time} पर जवाब देंगे। जरूरी मामलों के लिए WhatsApp: {whatsapp_number}।,Hi! Support raat ke liye offline hai. Kal subah {return_time} pe reply karenge. WhatsApp: {whatsapp_number}.,নমস্কার! রাতের জন্য সাপোর্ট অফলাইন। সকালে {return_time}-এ উত্তর দেব।,away|night|availability,false,96,2024-09-09T12:00:00Z,2024-09-11T12:00:00Z
resp-018,Thanks for Purchase,Greetings & First Response,Thank You,"Thank you, {customer_name}, for shopping with {store_name}! Your order #{order_id} is confirmed. We hope you love your purchase. Tag us on socials at @{social_handle}!","धन्यवाद {customer_name}, {store_name} से खरीदने के लिए! ऑर्डर #{order_id} कन्फर्म हो गया है। सोशल मीडिया पर हमें @{social_handle} टैग करें!","Dhanyawad {customer_name}, shopping ke liye! Order #{order_id} confirm ho gaya. Social media pe @{social_handle} tag karein!","ধন্যবাদ {customer_name}, অর্ডার #{order_id} কনফার্ম। সোশ্যালে @{social_handle} ট্যাগ করুন!",thanks|purchase|order,true,185,2024-08-08T12:00:00Z,2024-08-08T12:00:00Z
resp-019,Thanks for Review,Greetings & First Response,Thank You,"Thank you for taking the time to leave a review, {customer_name}! Your feedback helps us improve and helps other shoppers decide. We look forward to serving you again.","समय निकालकर समीक्षा देने के लिए धन्यवाद, {customer_name}! आपकी फीडबैक हमें सुधारने में मदद करती है।","Review dene ke liye dhanyawad, {customer_name}! Aapki feedback humein improve karne mein madad karti hai.","রিভিউ দেওয়ার জন্য ধন্যবাদ, {customer_name}!",thanks|review|feedback,false,122,2024-07-31T12:00:00Z,2024-08-04T12:00:00Z
resp-020,Thanks for Referral,Greetings & First Response,Thank You,Thank you for referring {friend_name} to {store_name}! You've earned {referral_reward} in your wallet. Keep spreading the word — every successful referral earns more.,{friend_name} को {store_name} रेफर करने के लिए धन्यवाद! आपके वॉलेट में {referral_reward} जमा हो गए हैं। और रेफर करते रहें!,{friend_name} ko refer karne ke liye dhanyawad! Wallet mein {referral_reward} add ho gaye. Refer karte raho!,{friend_name}-কে রেফার করার জন্য ধন্যবাদ! ওয়ালেটে {referral_reward} যোগ হয়েছে।,thanks|referral|reward,true,243,2024-09-08T12:00:00Z,2024-09-08T12:00:00Z
resp-021,Thanks for Feedback,Greetings & First Response,Thank You,"Thanks for sharing your feedback, {customer_name}. We read every single message and use it to improve. Expect to see your suggestions reflected in upcoming updates.","अपनी फीडबैक साझा करने के लिए धन्यवाद, {customer_name}। हम हर संदेश पढ़ते हैं और सुधार के लिए उपयोग करते हैं।","Feedback share karne ke liye dhanyawad, {customer_name}. Hum har message padhte hain aur improve karte hain.","ফিডব্যাক শেয়ার করার জন্য ধন্যবাদ, {customer_name}।",thanks|feedback|suggestion,false,80,2024-08-11T12:00:00Z,2024-08-16T12:00:00Z
resp-022,Thanks for Patience,Greetings & First Response,Thank You,"Thank you for your patience, {customer_name}. We know waiting isn't fun, and we appreciate you sticking with us. Your issue has now been resolved — please confirm if all looks good.","धैर्य रखने के लिए धन्यवाद, {customer_name}। आपकी समस्या अब हल हो गई है — कृपया कन्फर्म करें कि सब कुछ ठीक है।","Patience ke liye dhanyawad, {customer_name}. Aapki problem ab solve ho gayi — confirm karein ki sab theek hai.","ধৈর্যের জন্য ধন্যবাদ, {customer_name}। সমস্যা সমাধান হয়েছে — কনফার্ম করুন।",thanks|patience|resolution,false,231,2024-08-07T12:00:00Z,2024-08-09T12:00:00Z
resp-023,Diwali Greeting,Greetings & First Response,Holiday Greetings,"Happy Diwali from the {store_name} family! May this festival of lights bring prosperity, joy, and endless orders to your business. Use code FESTIVE25 for 25% off site-wide.",{store_name} परिवार की ओर से दीपावली की शुभकामनाएँ! उपहार कोड FESTIVE25 से साइट भर में 25% छूट पाएँ।,{store_name} parivar ki taraf se Diwali ki shubhkamna! FESTIVE25 code se 25% off pao.,{store_name} পরিবারের তরফ থেকে দীপাবলির শুভেচ্ছা! FESTIVE25 কোডে ২৫% ছাড়।,holiday|diwali|festive,true,148,2024-08-10T12:00:00Z,2024-08-15T12:00:00Z
resp-024,New Year Greeting,Greetings & First Response,Holiday Greetings,"Happy New Year, {customer_name}! Wishing you and your loved ones a fantastic year ahead. As a thank-you, here's a special 20% off code: NEWYEAR20, valid for the first week of January.","नया साल मुबारक, {customer_name}! विशेष 20% छूट कोड: NEWYEAR20, जनवरी के पहले सप्ताह तक वैध।","Naya saal mubarak, {customer_name}! 20% off code: NEWYEAR20, January ke pehle week tak valid.","নববর্ষের শুভেচ্ছা, {customer_name}! NEWYEAR20 কোডে ২০% ছাড়।",holiday|new-year|festive,false,16,2024-09-11T12:00:00Z,2024-09-15T12:00:00Z
resp-025,Eid Greeting,Greetings & First Response,Holiday Greetings,Eid Mubarak from {store_name}! May this special day bring joy and togetherness to you and your family. Celebrate with our festive collection and special offers.,{store_name} की ओर से ईद मुबारक! इस खास दिन पर आपको और परिवार को खुशियाँ मिलें। हमारे फेस्टिव कलेक्शन के साथ जश्न मनाएँ।,{store_name} ki taraf se Eid Mubarak! Festive collection ke saath jashn manayein.,{store_name}-এর তরফ থেকে ঈদ মুবারক! ফেস্টিভ কালেকশন দেখুন।,holiday|eid|festive,false,202,2024-09-01T12:00:00Z,2024-09-03T12:00:00Z
resp-026,Christmas Greeting,Greetings & First Response,Holiday Greetings,Merry Christmas from {store_name}! May your home be filled with warmth and joy. Our Christmas sale is live — enjoy up to 40% off on selected categories.,{store_name} की ओर से क्रिसमस की शुभकामनाएँ! क्रिसमस सेल लाइव है — चुने हुए कैटेगरी पर 40% तक छूट।,{store_name} ki taraf se Christmas ki shubhkamna! Christmas sale live hai — 40% tak off.,{store_name}-এর তরফ থেকে বড়দিনের শুভেচ্ছা! ৪০% পর্যন্ত ছাড়।,holiday|christmas|festive,false,223,2024-09-10T12:00:00Z,2024-09-11T12:00:00Z
resp-027,Order Confirmed,Orders & Delivery,Order Confirmation,"Great news, {customer_name}! Your order #{order_id} for ₹{amount} is confirmed. We're getting it ready and will share tracking details shortly. Expected delivery: {delivery_date}.","बढ़िया खबर, {customer_name}! ऑर्डर #{order_id} (₹{amount}) कन्फर्म हो गया। ट्रैकिंग जल्दी शेयर करेंगे। अनुमानित डिलीवरी: {delivery_date}।","Badhiya khabar, {customer_name}! Order #{order_id} (₹{amount}) confirm ho gaya. Tracking jaldi share karenge. Delivery: {delivery_date}.","চমৎকার খবর, {customer_name}! অর্ডার #{order_id} (₹{amount}) কনফার্ম। ডেলিভারি: {delivery_date}।",order|confirmation|status,true,101,2024-07-22T12:00:00Z,2024-07-25T12:00:00Z
resp-028,COD Order Confirmed,Orders & Delivery,Order Confirmation,"Your Cash on Delivery order #{order_id} is confirmed, {customer_name}. Please keep ₹{amount} ready for the delivery agent. We'll reach out before delivery to confirm.","आपका COD ऑर्डर #{order_id} कन्फर्म हो गया, {customer_name}। डिलीवरी एजेंट के लिए ₹{amount} तैयार रखें। हम डिलीवरी से पहले कन्फर्म करेंगे।","COD order #{order_id} confirm ho gaya, {customer_name}. ₹{amount} ready rakhein. Delivery se pehle confirm karenge.",আপনার COD অর্ডার #{order_id} কনফার্ম। ₹{amount} প্রস্তুত রাখুন।,order|cod|confirmation,false,121,2024-08-29T12:00:00Z,2024-09-03T12:00:00Z
resp-029,Prepaid Order Confirmed,Orders & Delivery,Order Confirmation,"Your prepaid order #{order_id} is confirmed, {customer_name}. Payment of ₹{amount} received successfully. We'll dispatch your order within {dispatch_time}.","प्रीपेड ऑर्डर #{order_id} कन्फर्म, {customer_name}। ₹{amount} पेमेंट मिल गई। ऑर्डर {dispatch_time} में डिस्पैच करेंगे।","Prepaid order #{order_id} confirm, {customer_name}. ₹{amount} payment mil gaya. {dispatch_time} mein dispatch karenge.",প্রিপেইড অর্ডার #{order_id} কনফার্ম। ₹{amount} পেমেন্ট পেয়েছি।,order|prepaid|confirmation,false,98,2024-07-24T12:00:00Z,2024-07-25T12:00:00Z
resp-030,Multi-item Order Confirmation,Orders & Delivery,Order Confirmation,"Your order #{order_id} with {item_count} items (₹{amount}) is confirmed, {customer_name}. Some items may arrive in separate packages — we'll share tracking for each.","ऑर्डर #{order_id} में {item_count} आइटम (₹{amount}) कन्फर्म, {customer_name}। कुछ आइटम अलग-अलग पैकेज में आ सकते हैं — हम हर एक की ट्रैकिंग शेयर करेंगे।",Order #{order_id} mein {item_count} items (₹{amount}) confirm. Kuch items alag package mein aa sakte hain — har ek ki tracking share karenge.,অর্ডার #{order_id} এ {item_count} আইটেম কনফার্ম। আলাদা প্যাকেজে আসতে পারে।,order|multi-item|confirmation,false,95,2024-08-23T12:00:00Z,2024-08-24T12:00:00Z
resp-031,Bulk Order Confirmation,Orders & Delivery,Order Confirmation,"Your bulk order #{order_id} ({item_count} units, ₹{amount}) is confirmed. Our team is preparing it for dispatch and you'll receive tracking in {dispatch_time}.","आपका बल्क ऑर्डर #{order_id} ({item_count} यूनिट, ₹{amount}) कन्फर्म हो गया। टीम तैयारी कर रही है, {dispatch_time} में ट्रैकिंग मिलेगी।","Bulk order #{order_id} ({item_count} units, ₹{amount}) confirm. Team tayari kar rahi hai, {dispatch_time} mein tracking milega.",বাল্ক অর্ডার #{order_id} কনফার্ম। টিম প্রস্তুত করছে।,order|bulk|confirmation,false,73,2024-08-04T12:00:00Z,2024-08-09T12:00:00Z
resp-032,Digital Order Confirmation,Orders & Delivery,Order Confirmation,"Your digital order #{order_id} is confirmed, {customer_name}. Download links have been sent to your email {email}. The links are valid for 1 year.","डिजिटल ऑर्डर #{order_id} कन्फर्म, {customer_name}। डाउनलोड लिंक आपके ईमेल {email} पर भेज दिए गए हैं। लिंक 1 साल तक वैध हैं।",Digital order #{order_id} confirm. Download links email {email} pe bhej diye hain. 1 saal tak valid.,ডিজিটাল অর্ডার #{order_id} কনফার্ম। ডাউনলোড লিংক ইমেলে পাঠানো হয়েছে।,order|digital|confirmation,false,179,2024-07-18T12:00:00Z,2024-07-23T12:00:00Z
resp-033,Order Status - Processing,Orders & Delivery,Order Status,"Hi {customer_name}, your order #{order_id} is currently being processed and packed with care. We'll dispatch it soon and share tracking details within {time_estimate}.","नमस्ते {customer_name}, ऑर्डर #{order_id} प्रोसेस और पैक हो रहा है। जल्दी डिस्पैच करेंगे, {time_estimate} में ट्रैकिंग शेयर करेंगे।","Hi {customer_name}, order #{order_id} process ho raha hai. Jaldi dispatch karenge, {time_estimate} mein tracking share karenge.","নমস্কার {customer_name}, অর্ডার #{order_id} প্রসেস হচ্ছে। শীঘ্র ট্র্যাকিং পাঠাব।",order|status|processing,false,160,2024-09-11T12:00:00Z,2024-09-15T12:00:00Z
resp-034,Order Status - Shipped,Orders & Delivery,Order Status,"Good news, {customer_name}! Your order #{order_id} has been shipped via {courier_name}. Track it here: {tracking_link}. Expected delivery: {delivery_date}.","अच्छी खबर, {customer_name}! ऑर्डर #{order_id} {courier_name} से शिप हो गया। ट्रैकिंग: {tracking_link}। अनुमानित डिलीवरी: {delivery_date}।","Achhi khabar, {customer_name}! Order #{order_id} {courier_name} se ship ho gaya. Tracking: {tracking_link}. Delivery: {delivery_date}.","ভাল খবর, {customer_name}! অর্ডার #{order_id} শিপ হয়েছে। ট্র্যাকিং: {tracking_link}।",order|status|shipped,true,323,2024-09-05T12:00:00Z,2024-09-10T12:00:00Z
resp-035,Order Status - Out for Delivery,Orders & Delivery,Order Status,"Your order #{order_id} is out for delivery, {customer_name}! The delivery agent {agent_name} will reach you by {delivery_time}. Phone: {agent_phone}.","ऑर्डर #{order_id} डिलीवरी के लिए निकल गया, {customer_name}! एजेंट {agent_name} {delivery_time} तक आप तक पहुँगा। फोन: {agent_phone}।",Order #{order_id} delivery ke liye nikal gaya! Agent {agent_name} {delivery_time} tak pahunchega. Phone: {agent_phone}.,অর্ডার #{order_id} ডেলিভারির জন্য বেরিয়েছে! এজেন্ট {delivery_time}-এ পৌঁছাবে।,order|status|delivery,false,46,2024-08-31T12:00:00Z,2024-09-03T12:00:00Z
resp-036,Order Status - Delivered,Orders & Delivery,Order Status,"Your order #{order_id} has been delivered, {customer_name}. We hope you love it! If anything isn't right, please let us know within 48 hours. Would you mind leaving a quick review?","ऑर्डर #{order_id} डिलीवर हो गया, {customer_name}। उम्मीद है पसंद आएगा! अगर कोई समस्या हो तो 48 घंटे में बताएँ। थोड़ी सी समीक्षा देंगे?","Order #{order_id} deliver ho gaya, {customer_name}. Koi problem ho toh 48 ghante mein bataiye. Review denge?",অর্ডার #{order_id} ডেলিভার হয়েছে। সমস্যা হলে ৪৮ ঘণ্টায় জানান।,order|status|delivered,true,188,2024-08-22T12:00:00Z,2024-08-27T12:00:00Z
resp-037,Order Status - Cancelled,Orders & Delivery,Order Status,"Hi {customer_name}, your order #{order_id} has been cancelled as per your request. Refund of ₹{amount} (if applicable) will be processed to your original payment method in {refund_days} business days.","नमस्ते {customer_name}, ऑर्डर #{order_id} आपकी विनती पर कैंसिल हो गया। रिफंड ₹{amount} (यदि लागू हो) {refund_days} दिनों में मूल पेमेंट मेथड में मिलेगा।","Hi {customer_name}, order #{order_id} cancel ho gaya. Refund ₹{amount} (if applicable) {refund_days} din mein original payment mein milega.","নমস্কার {customer_name}, অর্ডার #{order_id} বাতিল হয়েছে। রিফান্ড {refund_days} দিনে আসবে।",order|status|cancelled,false,147,2024-08-02T12:00:00Z,2024-08-03T12:00:00Z
resp-038,Order Status - On Hold,Orders & Delivery,Order Status,"Hi {customer_name}, your order #{order_id} is on hold pending verification. Please check your email for the next steps or reply here with the required info so we can proceed.","नमस्ते {customer_name}, ऑर्डर #{order_id} वेरिफिकेशन के लिए रुका हुआ है। ईमेल देखें या जवाब में ज़रूरी जानकारी दें ताकि आगे बढ़ सकें।",Order #{order_id} verification ke liye ruka hai. Email dekhein ya reply mein info dein.,অর্ডার #{order_id} ভেরিফিকেশনের জন্য আটকে আছে। ইমেল দেখুন।,order|status|hold,false,88,2024-08-03T12:00:00Z,2024-08-03T12:00:00Z
resp-039,Tracking Link Shared,Orders & Delivery,Dispatch & Tracking,"Hi {customer_name}, here's the tracking link for order #{order_id}: {tracking_link}. You can also track it from your account dashboard. Expected delivery: {delivery_date}.","नमस्ते {customer_name}, ऑर्डर #{order_id} की ट्रैकिंग लिंक: {tracking_link}। अकाउंट डैशबोर्ड से भी देख सकते हैं। डिलीवरी: {delivery_date}।","Hi {customer_name}, order #{order_id} ki tracking: {tracking_link}. Dashboard se bhi dekho. Delivery: {delivery_date}.","নমস্কার {customer_name}, অর্ডার #{order_id} ট্র্যাকিং: {tracking_link}।",tracking|link|dispatch,true,66,2024-09-01T12:00:00Z,2024-09-03T12:00:00Z
resp-040,Multi-package Tracking,Orders & Delivery,Dispatch & Tracking,"Hi {customer_name}, your order #{order_id} has been split into {package_count} packages for faster delivery. Each has its own tracking:
{tracking_list}","नमस्ते {customer_name}, ऑर्डर #{order_id} को तेज़ डिलीवरी के लिए {package_count} पैकेज में बाँटा गया है। हर एक की अपनी ट्रैकिंग है:
{tracking_list}","Order #{order_id} ko {package_count} packages mein baanta gaya hai. Har ek ki tracking:
{tracking_list}",অর্ডার #{order_id}-কে {package_count} প্যাকেজে ভাগ করা হয়েছে।,tracking|multi-package|dispatch,false,73,2024-08-21T12:00:00Z,2024-08-21T12:00:00Z
resp-041,Dispatch Delay Notice,Orders & Delivery,Dispatch & Tracking,"Hi {customer_name}, due to high order volume, dispatch of order #{order_id} is delayed by {delay_hours} hours. New dispatch expected by {new_dispatch_time}. We apologize for the inconvenience.","नमस्ते {customer_name}, ज़्यादा ऑर्डर वॉल्यूम के कारण ऑर्डर #{order_id} का डिस्पैच {delay_hours} घंटे देरी से होगा। नया डिस्पैच: {new_dispatch_time}। क्षमा चाहते हैं।",Order #{order_id} ka dispatch {delay_hours} ghante late hoga. Naya dispatch: {new_dispatch_time}. Sorry!,বেশি অর্ডারের কারণে ডিসপ্যাচ {delay_hours} ঘণ্টা দেরি হবে।,tracking|delay|dispatch,false,238,2024-09-02T12:00:00Z,2024-09-06T12:00:00Z
